로벨라,"<color=#f6de73>로벨라:</color> 지휘관, 여긴... 다시 엘모호로 돌아온 건가요?"
지휘관,<color=#f6de73>지휘관：</color>……
로벨라,"<color=#f6de73>로벨라:</color> 으음, 아니에요, 이상한 점이 너무 많아..."
로벨라,"<color=#f6de73>로벨라:</color> 엘모호는 분명 박살 났고, 소프 일행도 보이지 않아..."
지휘관,"<color=#f6de73>지휘관:</color> ...눈앞의 광경에 속지 마, 로벨라."
지휘관,<color=#f6de73>지휘관:</color> 여긴 진짜 엘모호가 아니야. 시온의 힘이 만들어낸 환영일 뿐이지.
로벨라,"<color=#f6de73>로벨라:</color> 그렇군요... ""그녀""가 한 짓인가요?"
로벨라,"<color=#f6de73>로벨라:</color> ""그녀""가 엘모호의 모습을 흉내 낸 건, 아마 당신이 푹 쉬길 바라서일 텐데... 왜 저만 당신과 함께 이곳에 들어오게 했을까요."
로벨라,<color=#f6de73>로벨라:</color> 분명 저만이 할 수 있는 일이 있어서겠죠.
지휘관,<color=#f6de73>지휘관:</color> ...로벨라?
로벨라,<color=#f6de73>로벨라:</color> 먼저 당신 상태부터 확인할게요.
로벨라,"<color=#f6de73>로벨라:</color> ...다행이에요, 다친 곳은 없네요."
로벨라,<color=#f6de73>로벨라:</color> 게다가 제 손길이 진짜라는 걸 확인하고 나니 조금 안심하신 것 같고요.
지휘관,<color=#f6de73>지휘관:</color> 그러니까... 방금 로벨라가 환영이 아니라는 걸 확인시켜 주려고 그랬던 거야?
로벨라,"<color=#f6de73>로벨라:</color> 네, 계속 절 관찰하시는 걸 눈치챘거든요."
로벨라,"<color=#f6de73>로벨라:</color> ...오해하진 마세요, 당신이 절 경계한다고 불평하는 게 아니에요."
로벨라,<color=#f6de73>로벨라:</color> 낯선 환경에 처하면 주변의 모든 걸 의심하는 게 합리적인 방어 기제니까요.
로벨라,<color=#f6de73>로벨라:</color> 전 그저 말보다는 이런 방법이 당신을 더 빨리 안심시킬 수 있을 거라 생각했어요.
지휘관,<color=#f6de73>지휘관:</color> ...이런 상황에 꽤 익숙해 보이네.
로벨라,<color=#f6de73>로벨라:</color> 예전에 봤던 특촬물에 딱 이런 장면이 있었거든요.
로벨라,"<color=#f6de73>로벨라:</color> 영웅이 강적을 마주했을 때, 혼자만의 힘으로는 불안을 떨쳐내기 어렵죠."
로벨라,<color=#f6de73>로벨라:</color> 그럴 땐 진심으로 믿는 동료가 곁에 있어야... 방황을 떨치고 앞으로 나아갈 의지를 굳힐 수 있어요.
지휘관,"<color=#f6de73>지휘관:</color> 만약 그런 거라면, ""그녀""가 널 남겨둔 게 맞네."
로벨라,<color=#f6de73>로벨라:</color> ...네?
지휘관,<color=#f6de73>지휘관:</color> 로벨라는 다른 인형들보다 훨씬 섬세하고 마인드맵도 어른스럽잖아.
지휘관,"<color=#f6de73>지휘관:</color> 영웅을 일깨워 줄 동료로서, 네가 가장 적임자라는 거지."
로벨라,<color=#f6de73>로벨라:</color> ...
로벨라,"<color=#f6de73>로벨라:</color> 아니요, 전 당신이 생각하는 것만큼 어른스럽지 않아요."
로벨라,"<color=#f6de73>로벨라:</color> 인형은 인간과 달리, 치밀하게 계산하기만 하면 정확한 답을 얻어낼 수 있죠."
로벨라,<color=#f6de73>로벨라:</color> ...전엔 그렇게 생각했어요.
로벨라,<color=#f6de73>로벨라:</color> 하지만 앞으로 일어날 상황을 계산할 때 제 마인드맵에 오류가 생겼어요.
로벨라,<color=#f6de73>로벨라:</color> 제 힘이 부족해서 당신과 모두를 지키지 못할까 봐 두려웠어요...
지휘관,<color=#f6de73>지휘관:</color> ...지키고 싶은 동료가 있기 때문에 불안해지는 거야. 그 점에선 나도 로벨라와 똑같아.
지휘관,<color=#f6de73>지휘관:</color> 그러니까 너무 모든 짐을 혼자 짊어지려 하지 마. 우리 함께 나누자.
로벨라,"<color=#f6de73>로벨라:</color> ...알겠어요, 지휘관."
로벨라,<color=#f6de73>로벨라:</color> 어쩌면 인간의 감정에 대해선 아주 오랫동안 배워야 할지도 몰라요...
로벨라,"<color=#f6de73>로벨라:</color> 하지만 단 하나, 아무런 계산 없이도 확신할 수 있는 게 있어요."
로벨라,<color=#f6de73>로벨라:</color> 바로... 당신은 제게 무엇과도 바꿀 수 없는 특별한 분이라는 거예요.
로벨라,"<color=#f6de73>로벨라:</color> 그 누구보다, 그 어떤 것보다... 전 오직 당신만을 지키고 싶어요."
로벨라,<color=#f6de73>로벨라:</color> 이 진심이 당신께 닿기를 바라요.
지휘관,"<color=#f6de73>지휘관:</color> ...고마워, 로벨라."
지휘관,<color=#f6de73>지휘관:</color> 나에게도 넌 똑같이 소중한 존재야.
로벨라,"<color=#f6de73>로벨라:</color> 앞으로 어떤 강적을 마주하더라도, 전 당신 곁을 지키며 우리만의 정의를 관철하겠어요."
로벨라,"<color=#f6de73>로벨라:</color> 지휘관, 제 마음의 소리가 들리시나요?"
지휘관,<color=#f6de73>지휘관:</color> 아주 선명하게 들려.
로벨라,<color=#f6de73>로벨라:</color> 그럼... 제 손을 꽉 잡아주세요.
로벨라,<color=#f6de73>로벨라:</color> 전 당신과 함께 나란히 싸울 테니까요.
